Inspection_ID,Inspection_Date,DBA_Name,AKA_Name,License,Facility_Type,Risk,Address,City,State,Zip,Inspection_Type,Latitude,Longitude,Location,Facility_Type_Clean,criticalCount,seriousCount,minorCount,pass_flag,fail_flag,pastFail,pastCritical,pastSerious,pastMinor,timeSinceLast,firstRecord,ID,LICENSE_ID,ACCOUNT_NUMBER,LEGAL_NAME,DOING_BUSINESS_AS_NAME,ADDRESS,CITY,STATE,ZIP_CODE,WARD,PRECINCT,WARD_PRECINCT,POLICE_DISTRICT,LICENSE_CODE,LICENSE_DESCRIPTION,BUSINESS_ACTIVITY_ID,BUSINESS_ACTIVITY,LICENSE_NUMBER,APPLICATION_TYPE,LICENSE_TERM_START_DATE,LICENSE_TERM_EXPIRATION_DATE,LICENSE_STATUS,LATITUDE,LONGITUDE,minDate,maxDate,ageAtInspection,consumption_on_premises_incidental_activity,tobacco,package_goods,outdoor_patio,public_place_of_amusement,limited_business_license,childrens_services_facility_license,tavern,regulated_business_license,filling_station,caterers_liquor_license,mobile_food_license,precipIntensity,temperatureMax,windSpeed,humidity,heat_burglary,heat_garbage,heat_sanitation,criticalFound
920478,2014-10-24,ST. FRANCIS DE SALES HIGH SCHOOL,ST. FRANCIS DE SALES HIGH SCHOOL,2046681,School,Risk 1 (High),10155 S EWING AVE ,CHICAGO,IL,60617,Canvass,41.71041289955135,-87.53513676917815,"(41.71041289955135, -87.53513676917815)",Other,0,1,6,0,0,0,0,0,2,0.9315068493150684,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3e-4,54.370000000000005,8.136666666666665,0.7600000000000001,41.24966419840862,15.344868930368946,5.581550760657202,0
1072715,2014-01-09,STARBUCKS COFFEE #2229,STARBUCKS COFFEE #2229,23085,Restaurant,Risk 2 (Medium),209 W JACKSON BLVD ,CHICAGO,IL,60606,Canvass,41.87800606262711,-87.63402203216754,"(41.87800606262711, -87.63402203216754)",Restaurant,0,0,3,1,0,0,0,0,3,1,0,23085-20130416,2236387,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #2229,209 W JACKSON BLVD  1ST,CHICAGO,IL,60606,42,49,42-49,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,23085,RENEW,2013-04-16,2015-04-15,AAI,41.878006063,-87.634022032,2002-05-16,2019-04-15,11.66027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0133333333333345,11.799999999999999,0.65,18.27923608016175,0.07849661999738544,7.435346483376491,0
1072716,2014-01-09,THE WESTMINSTER HOT DOG,THE WESTMINSTER HOT DOG,2074211,Restaurant,Risk 1 (High),11 N WELLS ST ,CHICAGO,IL,60606,Canvass,41.882240508067696,-87.63369062959468,"(41.882240508067696, -87.63369062959468)",Restaurant,1,0,4,0,1,0,0,0,4,0.9260273972602739,0,2074211-20130116,2201940,358996,The Westminster Hot Dog Inc,The Westminster Hot Dog,11 N WELLS ST GROUND,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2074211,RENEW,2013-01-16,2015-01-15,AAC,41.882240508,-87.63369063,2011-01-14,2015-01-15,2.989041095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0133333333333345,11.799999999999999,0.65,18.313415401444406,0.019499312728698846,4.303583350489074,1
1072717,2014-01-10,SUBWAY #44541,SUBWAY,1963876,Restaurant,Risk 1 (High),211 W ADAMS ST ,CHICAGO,IL,60606,Canvass,41.879272838776735,-87.63410319837826,"(41.879272838776735, -87.63410319837826)",Restaurant,0,0,1,1,0,0,0,0,2,0.7506849315068493,0,1963876-20121016,2182482,341488,"JACKSON AVENUE SUBS, INC.",SUBWAY #44541,211 W ADAMS ST 1ST,CHICAGO,IL,60606,42,49,42-49,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1963876,RENEW,2012-10-16,2014-10-15,AAI,41.879272839,-87.634103198,2009-04-10,2018-10-15,4.756164383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,15.399999999999999,7.1933333333333325,0.7166666666666667,22.116844002918246,0.07516408354242944,6.430315715614991,0
1072718,2014-01-10,PANDA EXPRESS #591,PANDA EXPRESS,1801484,Restaurant,Risk 1 (High),209 W JACKSON BLVD ,CHICAGO,IL,60606,Canvass,41.87800606262711,-87.63402203216754,"(41.87800606262711, -87.63402203216754)",Restaurant,0,0,2,1,0,0,0,0,4,0.6356164383561644,0,1801484-20120316,2136433,298924,"PANDA EXPRESS, INC.",PANDA EXPRESS #591,209 W JACKSON BLVD,CHICAGO,IL,60606,42,49,42-49,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1801484,RENEW,2012-03-16,2014-03-15,AAI,41.878006063,-87.634022032,2007-03-02,2018-03-15,6.865753424657535,0,0,0,0,0,0,0,0,0,0,0,0,0,15.399999999999999,7.1933333333333325,0.7166666666666667,18.018245373118894,0.07945316677572373,7.491960796701692,0
1072720,2014-01-10,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN DONUTS/BASKIN ROBBINS,1908088,Restaurant,Risk 2 (Medium),233 S WACKER DR ,CHICAGO,IL,60606,Canvass,41.87856015362371,-87.63652387205532,"(41.87856015362371, -87.63652387205532)",Restaurant,0,1,3,0,0,0,0,0,1,0.9424657534246575,0,1908088-20120916,2175825,331676,THE KHOWAJA ORGNAIZATION INC,DUNKIN DONUTS/BASKIN ROBBINS,233 S WACKER DR LOWER LEVEL,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1908088,RENEW,2012-09-16,2014-09-15,AAI,NA,NA,2008-06-03,2018-09-15,5.608219178082192,0,0,0,0,0,0,0,0,0,0,0,0,0,15.399999999999999,7.1933333333333325,0.7166666666666667,15.895733535256245,0.7591829280547245,10.96294357164718,0
1072724,2014-01-14,SUBWAY # 26817-309 W. MONROE,SUBWAY,1519940,Restaurant,Risk 1 (High),309 W MONROE ST ,CHICAGO,IL,60606,Canvass,41.88052826494154,-87.63556938091433,"(41.88052826494154, -87.63556938091433)",Restaurant,0,0,2,1,0,0,0,0,3,0.6328767123287671,0,1519940-20120916,2174549,281572,THE R.J. RICHARDS GROUP LTD,SUBWAY # 26817-309 W. MONROE,309 W MONROE ST,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1519940,RENEW,2012-09-16,2014-09-15,AAI,41.880528265,-87.635569381,2004-10-08,2016-09-15,9.273972602739725,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,43.90333333333333,13.266666666666666,0.7566666666666667,24.0008866596076,0.21381156477599125,6.366764327508437,0
1072725,2014-01-15,ALONTI DELI,ALONTI DELI CATERING KITCHEN,2179658,Catering,Risk 1 (High),300 S RIVERSIDE PLZ ,CHICAGO,IL,60606,Canvass,41.87797513796852,-87.63842217104092,"(41.87797513796852, -87.63842217104092)",Other,1,0,3,0,0,0,0,0,2,0.7808219178082192,0,2179658-20120816,2179658,63927,PEPI CORPORATION,Alonti Cafe,300 S RIVERSIDE PLZ 1ST 100,CHICAGO,IL,60606,42,NA,42-,NA,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2179658,ISSUE,2012-08-16,2014-07-15,AAI,41.877975138,-87.638422171,2012-08-16,2018-07-15,1.4164383561643836,0,0,0,0,0,0,0,0,0,0,0,0,0,41.669999999999995,13.533333333333333,0.7266666666666666,13.561377200248856,2.288269011675513,8.388677246204324,1
1072727,2014-01-15,STARBUCKS COFFEE #289,STARBUCKS COFFEE #289,23047,Restaurant,Risk 2 (Medium),10 S RIVERSIDE PLZ ,CHICAGO,IL,60606,Canvass,41.881664289382925,-87.63888744408949,"(41.881664289382925, -87.63888744408949)",Restaurant,0,0,1,1,0,0,0,0,2,0.9616438356164384,0,23047-20130416,2236373,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #289,10 S RIVERSIDE PLZ  130,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,23047,RENEW,2013-04-16,2015-04-15,AAI,41.881664289,-87.638887444,2002-05-16,2019-04-15,11.676712328767124,0,0,0,0,0,0,0,0,0,0,0,0,0,41.669999999999995,13.533333333333333,0.7266666666666666,16.4912633242383,0.8967296003569916,3.3894252950268258,0
1072728,2014-01-15,TOKYO LUNCH BOXES & CATERING,TOKYO LUNCH BOXES & CATERING,1168589,Restaurant,Risk 1 (High),37 N WELLS ST ,CHICAGO,IL,60606,Canvass,41.88289874937368,-87.6337111044736,"(41.88289874937368, -87.6337111044736)",Restaurant,0,0,2,1,0,0,0,0,5,0.7479452054794521,0,1168589-20121016,2180541,23343,JAPAN FOOD EXPRESS CO,TOKYO LUNCH BOXES & CATERING,37 N WELLS ST,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1168589,RENEW,2012-10-16,2014-10-15,AAI,41.882898749,-87.633711104,2001-11-16,2018-10-15,12.172602739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,41.669999999999995,13.533333333333333,0.7266666666666666,21.25315958891348,0.008828467934507034,4.253480010491825,0
1092765,2014-01-03,EINSTEIN BROS. BAGELS # 2436,EINSTEIN BROS. BAGELS # 2436,1223720,Restaurant,Risk 1 (High),3455 N CLARK ST ,CHICAGO,IL,60657,Canvass,41.944923689680714,-87.6545078736872,"(41.944923689680714, -87.6545078736872)",Restaurant,0,0,4,1,0,0,0,0,3,0.8465753424657534,0,1223720-20120216,2131860,230211,EINSTEIN AND NOAH CORP.,EINSTEIN BROS. BAGELS # 2436,3455 N CLARK ST,CHICAGO,IL,60657,44,31,44-31,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1223720,RENEW,2012-02-16,2014-02-15,AAI,41.94492369,-87.654507874,2002-04-17,2016-02-15,11.723287671232876,0,0,0,0,0,0,0,0,0,0,0,0,0.0026666666666666666,19.126666666666665,11.773333333333333,0.7699999999999999,61.997476738410576,23.126827255056675,37.42796112220106,0
1092770,2014-01-09,LA TACOREA INC.,LA TACOREA ASIAN MEXICAN GRILL,2102722,Restaurant,Risk 1 (High),847 W BELMONT AVE ,CHICAGO,IL,60657,Canvass,41.93984552587924,-87.65110497449828,"(41.93984552587924, -87.65110497449828)",Restaurant,0,0,1,1,0,0,0,0,2,0.7643835616438356,0,2102722-20131216,2292443,363105,LA TACOREA INC.,LA TACOREA INC.,847 W BELMONT AVE 1ST,CHICAGO,IL,60657,44,20,44-20,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2102722,RENEW,2013-12-16,2015-12-15,AAI,41.939845526,-87.651104974,2011-11-25,2015-12-15,2.126027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0133333333333345,11.799999999999999,0.65,34.23909879911397,15.375717611698711,45.381199355355804,0
1092771,2014-01-10,STELLA'S DINER,STELLA'S DINER,3769,Restaurant,Risk 1 (High),3042 N BROADWAY ,CHICAGO,IL,60657,Canvass,41.93766503448767,-87.6444675204252,"(41.93766503448767, -87.6444675204252)",Restaurant,0,0,3,1,0,0,0,0,5,0.6767123287671233,0,3769-20130216,2222553,3024,LAKE FRONT RESTAURANT INC,STELLA'S DINER,3042 N BROADWAY,CHICAGO,IL,60657,44,6,44-6,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,3769,RENEW,2013-02-16,2015-02-15,AAI,41.937665034,-87.64446752,2002-02-16,2019-02-15,11.906849315068493,0,0,0,0,0,0,0,0,0,0,0,0,0,15.399999999999999,7.1933333333333325,0.7166666666666667,27.79243766732347,12.110041088656589,118.4684648838612,0
1092772,2014-01-10,CRISP,CRISP,1868619,Restaurant,Risk 1 (High),2940 N BROADWAY ,CHICAGO,IL,60657,Canvass,41.93610815174804,-87.64441137564677,"(41.93610815174804, -87.64441137564677)",Restaurant,1,0,4,0,0,0,1,0,3,0.6383561643835617,0,1868619-20130216,2224574,322862,CRISP LLC,CRISP,2940 N BROADWAY  GROUND,CHICAGO,IL,60657,44,6,44-6,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1868619,RENEW,2013-02-16,2015-02-15,AAI,NA,NA,2007-12-13,2019-02-15,6.082191780821918,0,0,0,0,0,0,0,0,0,0,0,0,0,15.399999999999999,7.1933333333333325,0.7166666666666667,29.61700327739342,12.977160244592241,182.02176128459007,1
1092774,2014-01-10,GYRO MENA,GYRO MENA,2129570,Restaurant,Risk 1 (High),905 W BELMONT ,CHICAGO,IL,60657,Canvass,41.93983528881153,-87.6518099948865,"(41.93983528881153, -87.6518099948865)",Restaurant,0,0,3,1,0,0,0,0,5,0.29863013698630136,0,2129570-20131216,2292728,368054,GYRO-MENA INC,GYRO MENA,905 W BELMONT AVE 1 ST,CHICAGO,IL,60657,44,NA,44-,NA,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2129570,RENEW,2013-12-16,2015-12-15,AAI,NA,NA,2011-12-09,2017-12-15,2.0904109589041098,0,0,0,0,0,0,0,0,0,0,0,0,0,15.399999999999999,7.1933333333333325,0.7166666666666667,37.8508244125775,18.005599327988875,47.34125474866867,0
1092775,2014-01-13,JANITZIO BURRITOS Y TAGUERIA,JANITZIO BURRITOS Y TAGUERIA,1922996,Restaurant,Risk 1 (High),2933 N BROADWAY ,CHICAGO,IL,60657,Canvass,41.935914072530636,-87.64411268411703,"(41.935914072530636, -87.64411268411703)",Restaurant,0,0,3,1,0,0,0,0,3,0.7287671232876712,0,1922996-20130216,2224723,335898,RAMON ALVAREZ GARDUNO,JANITZIO BURRITOS Y TAGUERIA,2933 N BROADWAY  1ST,CHICAGO,IL,60657,44,23,44-23,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1922996,RENEW,2013-02-16,2015-02-15,AAI,41.935914073,-87.644112684,2008-09-11,2019-02-15,5.342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,42.32666666666667,12.806666666666667,0.8366666666666668,26.447581838110935,12.692023836572982,179.37229708083538,0
1092777,2014-01-14,EAT A PITA,EAT A PITA,1222441,Restaurant,Risk 1 (High),3155 N HALSTED ST ,CHICAGO,IL,60657,Canvass,41.93944115701468,-87.64910277148812,"(41.93944115701468, -87.64910277148812)",Restaurant,0,0,4,1,0,0,0,0,3,0.6301369863013698,0,1222441-20130216,2223660,229699,EAT A PITA INC NO. 2,EAT A PITA,3155 N HALSTED ST,CHICAGO,IL,60657,44,21,44-21,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1222441,RENEW,2013-02-16,2015-02-15,AAI,41.939441157,-87.649102771,2002-02-28,2019-02-15,11.884931506849314,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,43.90333333333333,13.266666666666666,0.7566666666666667,23.260952457948083,9.652302333544647,36.73734666874832,0
1092778,2014-01-14,JAZMINE & NU-DLE,JAZMINE & NU-DLE,2142703,Restaurant,Risk 1 (High),919 W BELMONT AVE ,CHICAGO,IL,60657,Canvass,41.93982841360136,-87.65231569879556,"(41.93982841360136, -87.65231569879556)",Restaurant,0,0,3,1,0,0,0,1,2,0.8821917808219178,0,2142703-20130216,2223804,258969,AZHA RESTAURANT INC.,JAZMINE & NU-DLE,919 W BELMONT AVE 1ST,CHICAGO,IL,60657,44,20,44-20,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2142703,RENEW,2013-02-16,2015-02-15,AAI,41.939828414,-87.652315699,2012-03-22,2017-02-15,1.8164383561643835,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,43.90333333333333,13.266666666666666,0.7566666666666667,40.49734315789531,20.45208415238807,32.92225018358366,0
1092779,2014-01-15,EINSTEIN BROS. BAGELS #3561,EINSTEIN  BROS.BAGEL,2084927,Restaurant,Risk 1 (High),962 W BELMONT AVE ,CHICAGO,IL,60657,Canvass,41.94002651682731,-87.65388932385707,"(41.94002651682731, -87.65388932385707)",Restaurant,0,0,4,1,0,0,0,0,3,0.6328767123287671,0,2084927-20120216,2131866,230211,EINSTEIN AND NOAH CORP.,Einstein Bros. Bagels #3561,962-964 W BELMONT AVE FIRST,CHICAGO,IL,60657,44,NA,44-,NA,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2084927,RENEW,2012-02-16,2014-02-15,AAI,41.940026517,-87.653889324,2011-04-05,2016-02-15,2.7835616438356166,0,0,0,0,0,0,0,0,0,0,0,0,0,41.669999999999995,13.533333333333333,0.7266666666666666,44.19472291265863,24.8340956557301,39.763309658138276,0
1092780,2014-01-15,"VEGETARIAN EXPRESS, INC.",VEGETARIAN EXPRESS JUICE BAR,2113649,Restaurant,Risk 1 (High),3109 N HALSTED ST ,CHICAGO,IL,60657,Canvass,41.938181501829405,-87.6490696793741,"(41.938181501829405, -87.6490696793741)",Restaurant,0,0,2,1,0,0,0,0,3,0.8794520547945206,0,2113649-20130916,2276840,365553,"VEGETARIAN EXPRESS, INC.","VEGETARIAN EXPRESS, INC.",3109 N HALSTED ST 1ST,CHICAGO,IL,60657,44,21,44-21,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2113649,RENEW,2013-09-16,2015-09-15,AAI,41.938181502,-87.649069679,2011-09-02,2019-09-15,2.372602739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,41.669999999999995,13.533333333333333,0.7266666666666666,27.110689234559995,9.26638350353134,40.798837814465365,0
1092782,2014-01-15,AMZI,AMZI,2196960,Restaurant,Risk 1 (High),3113 N HALSTED ST ,CHICAGO,IL,60657,Canvass,41.938292310498795,-87.64907346501064,"(41.938292310498795, -87.64907346501064)",Restaurant,0,0,3,1,0,0,0,0,0,2,1,2196960-20130110,2196960,376877,"ADAM 12, INC.",AMZI,3113 N HALSTED ST 1ST,CHICAGO,IL,60657,44,21,44-21,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2196960,ISSUE,2013-01-10,2015-01-15,AAI,41.93829231,-87.649073465,2013-01-10,2015-01-15,1.0136986301369864,0,0,0,0,0,0,0,0,0,0,0,0,0,41.669999999999995,13.533333333333333,0.7266666666666666,26.71675616785329,8.975357648337354,39.93337671784184,0
1092784,2014-01-17,SUBWAY,SUBWAY,1679785,Restaurant,Risk 1 (High),901 W BELMONT AVE ,CHICAGO,IL,60657,Canvass,41.93983738640165,-87.65166555221674,"(41.93983738640165, -87.65166555221674)",Restaurant,0,0,2,1,0,0,0,0,2,0.8931506849315068,0,1679785-20130216,2224300,301223,"GOLDEN JUBILEE, INC.",SUBWAY,901 W BELMONT AVE,CHICAGO,IL,60657,44,20,44-20,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1679785,RENEW,2013-02-16,2015-02-15,AAI,41.939837386,-87.651665552,2006-03-22,2019-02-15,7.83013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,30.483333333333334,12.686666666666667,0.7200000000000001,30.93450182543482,13.874502851004685,14.89316043128533,0
